Agency Code,Site Number,Datetime,Time Zone,Gage Height Seaward (ft) Point B,Code Seaward,Gage Height Landward (ft) Point B,Code Landward,Gage Height (m) it C,Gage Height Landward (m) Point B,Gage Height Seaward(m Point B
USGS,8079120,2023-01-11 16:15:00,CST,1.57,A,1.55,A,0.6252399999999999,0.4774,0.48356
USGS,8079120,2023-01-11 16:20:00,CST,1.68,A,1.68,A,0.61908,0.51744,0.51744
USGS,8079120,2023-01-11 16:25:00,CST,1.66,A,1.66,A,0.61908,0.51128,0.51128
USGS,8079120,2023-01-11 16:30:00,CST,1.61,A,1.61,A,0.61908,0.49588000000000004,0.49588000000000004
USGS,8079120,2023-01-11 16:35:00,CST,1.71,A,1.69,A,0.61292,0.52052,0.52668
USGS,8079120,2023-01-11 16:40:00,CST,1.86,A,1.83,A,0.6098399999999999,0.56364,0.5728800000000001
USGS,8079120,2023-01-11 16:45:00,CST,1.7,A,1.65,A,0.6098399999999999,0.5082,0.5236
USGS,8079120,2023-01-11 16:50:00,CST,1.76,A,1.74,A,0.616,0.53592,0.54208
USGS,8079120,2023-01-11 16:55:00,CST,1.73,A,1.69,A,0.62216,0.52052,0.53284
USGS,8079120,2023-01-11 17:00:00,CST,1.89,A,1.84,A,0.6252399999999999,0.56672,0.58212
USGS,8079120,2023-01-11 17:05:00,CST,1.84,A,1.81,A,0.6252399999999999,0.55748,0.56672
USGS,8079120,2023-01-11 17:10:00,CST,1.87,A,1.83,A,0.6252399999999999,0.56364,0.57596
USGS,8079120,2023-01-11 17:15:00,CST,1.92,A,1.9,A,0.61908,0.5851999999999999,0.59136
USGS,8079120,2023-01-11 17:20:00,CST,1.94,A,1.89,A,0.616,0.58212,0.5975199999999999
USGS,8079120,2023-01-11 17:25:00,CST,1.96,A,1.93,A,0.60676,0.59444,0.60368
USGS,8079120,2023-01-11 17:30:00,CST,1.98,A,1.94,A,0.6006,0.5975199999999999,0.6098399999999999
USGS,8079120,2023-01-11 17:35:00,CST,1.98,A,1.95,A,0.59136,0.6006,0.6098399999999999
USGS,8079120,2023-01-11 17:40:00,CST,2.02,A,1.98,A,0.5882799999999999,0.6098399999999999,0.62216
USGS,8079120,2023-01-11 17:45:00,CST,2.0,A,1.96,A,0.57904,0.60368,0.616
USGS,8079120,2023-01-11 17:50:00,CST,2.03,A,1.98,A,0.56364,0.6098399999999999,0.6252399999999999
USGS,8079120,2023-01-11 17:55:00,CST,2.0,A,1.96,A,0.54824,0.60368,0.616
USGS,8079120,2023-01-11 18:00:00,CST,2.06,A,2.03,A,0.53284,0.6252399999999999,0.63448
USGS,8079120,2023-01-11 18:05:00,CST,2.07,A,2.03,A,0.51744,0.6252399999999999,0.6375599999999999
USGS,8079120,2023-01-11 18:10:00,CST,2.09,A,2.05,A,0.50512,0.6314,0.64372
USGS,8079120,2023-01-11 18:15:00,CST,2.12,A,2.09,A,0.4928,0.64372,0.65296
USGS,8079120,2023-01-11 18:20:00,CST,2.17,A,2.12,A,0.48356,0.65296,0.66836
USGS,8079120,2023-01-11 18:25:00,CST,2.14,A,2.12,A,0.47124,0.65296,0.65912
USGS,8079120,2023-01-11 18:30:00,CST,2.09,A,2.06,A,0.46508,0.63448,0.64372
USGS,8079120,2023-01-11 18:35:00,CST,2.08,A,2.04,A,0.44967999999999997,0.62832,0.64064
USGS,8079120,2023-01-11 18:40:00,CST,2.16,A,2.12,A,0.43427999999999994,0.65296,0.66528
USGS,8079120,2023-01-11 18:45:00,CST,2.1,A,2.06,A,0.42196,0.63448,0.6468
USGS,8079120,2023-01-11 18:50:00,CST,2.14,A,2.12,A,0.40964,0.65296,0.65912
USGS,8079120,2023-01-11 18:55:00,CST,2.07,A,2.06,A,0.39116,0.63448,0.6375599999999999
USGS,8079120,2023-01-11 19:00:00,CST,2.14,A,2.12,A,0.38192,0.65296,0.65912
USGS,8079120,2023-01-11 19:05:00,CST,2.11,A,2.07,A,0.36651999999999996,0.6375599999999999,0.6498799999999999
USGS,8079120,2023-01-11 19:10:00,CST,2.13,A,2.13,A,0.35419999999999996,0.65604,0.65604
USGS,8079120,2023-01-11 19:15:00,CST,2.18,A,2.14,A,0.33264,0.65912,0.67144
USGS,8079120,2023-01-11 19:20:00,CST,2.21,A,2.17,A,0.32032,0.66836,0.68068
USGS,8079120,2023-01-11 19:25:00,CST,2.25,A,2.2,A,0.31108,0.6776000000000001,0.693
USGS,8079120,2023-01-11 19:30:00,CST,2.23,A,2.18,A,0.29875999999999997,0.67144,0.68684
USGS,8079120,2023-01-11 19:35:00,CST,2.26,A,2.22,A,0.29259999999999997,0.68376,0.6960799999999999
USGS,8079120,2023-01-11 19:40:00,CST,2.23,A,2.17,A,0.28952,0.66836,0.68684
USGS,8079120,2023-01-11 19:45:00,CST,2.24,A,2.2,A,0.28336,0.6776000000000001,0.6899200000000001
USGS,8079120,2023-01-11 19:50:00,CST,2.22,A,2.18,A,0.28028000000000003,0.67144,0.68376
USGS,8079120,2023-01-11 19:55:00,CST,2.16,A,2.16,A,0.28028000000000003,0.66528,0.66528
USGS,8079120,2023-01-11 20:00:00,CST,2.09,A,2.08,A,0.28336,0.64064,0.64372
USGS,8079120,2023-01-11 20:05:00,CST,2.11,A,2.1,A,0.29259999999999997,0.6468,0.6498799999999999
USGS,8079120,2023-01-11 20:10:00,CST,2.12,A,2.1,A,0.30491999999999997,0.6468,0.65296
USGS,8079120,2023-01-11 20:15:00,CST,2.09,A,2.05,A,0.32032,0.6314,0.64372
USGS,8079120,2023-01-11 20:20:00,CST,2.08,A,2.03,A,0.34188,0.6252399999999999,0.64064
USGS,8079120,2023-01-11 20:25:00,CST,2.12,A,2.08,A,0.36651999999999996,0.64064,0.65296
USGS,8079120,2023-01-11 20:30:00,CST,2.15,A,2.09,A,0.385,0.64372,0.6622
USGS,8079120,2023-01-11 20:35:00,CST,2.16,A,2.13,A,0.42811999999999995,0.65604,0.66528
USGS,8079120,2023-01-11 20:40:00,CST,2.11,A,2.07,A,0.44967999999999997,0.6375599999999999,0.6498799999999999
USGS,8079120,2023-01-11 20:45:00,CST,2.21,A,2.17,A,0.48972000000000004,0.66836,0.68068
USGS,8079120,2023-01-11 20:50:00,CST,2.18,A,2.16,A,0.52052,0.66528,0.67144
USGS,8079120,2023-01-11 20:55:00,CST,2.24,A,2.22,A,0.5544,0.68376,0.6899200000000001
USGS,8079120,2023-01-11 21:00:00,CST,2.19,A,2.14,A,0.57904,0.65912,0.67452
USGS,8079120,2023-01-11 21:05:00,CST,2.24,A,2.19,A,0.61292,0.67452,0.6899200000000001
USGS,8079120,2023-01-11 21:10:00,CST,2.18,A,2.14,A,0.62216,0.65912,0.67144
USGS,8079120,2023-01-11 21:15:00,CST,2.14,A,2.12,A,0.66836,0.65296,0.65912
USGS,8079120,2023-01-11 21:20:00,CST,2.13,A,2.09,A,0.68376,0.64372,0.65604
USGS,8079120,2023-01-11 21:25:00,CST,2.09,A,2.05,A,0.6899200000000001,0.6314,0.64372
USGS,8079120,2023-01-11 21:30:00,CST,2.08,A,2.05,A,0.71456,0.6314,0.64064
USGS,8079120,2023-01-11 21:35:00,CST,2.02,A,1.99,A,0.7330399999999999,0.61292,0.62216
USGS,8079120,2023-01-11 21:40:00,CST,2.04,A,1.99,A,0.74844,0.61292,0.62832
USGS,8079120,2023-01-11 21:45:00,CST,2.02,A,1.98,A,0.76384,0.6098399999999999,0.62216
USGS,8079120,2023-01-11 21:50:00,CST,2.08,A,2.03,A,0.7792399999999999,0.6252399999999999,0.64064
USGS,8079120,2023-01-11 21:55:00,CST,2.09,A,2.06,A,0.7915599999999999,0.63448,0.64372
USGS,8079120,2023-01-11 22:00:00,CST,2.11,A,2.07,A,0.82236,0.6375599999999999,0.6498799999999999
USGS,8079120,2023-01-11 22:05:00,CST,2.1,A,2.06,A,0.81928,0.63448,0.6468
USGS,8079120,2023-01-11 22:10:00,CST,2.08,A,2.05,A,0.8254400000000001,0.6314,0.64064
USGS,8079120,2023-01-11 22:15:00,CST,2.08,A,2.06,A,0.8285199999999999,0.63448,0.64064
USGS,8079120,2023-01-11 22:20:00,CST,2.03,A,1.99,A,0.8316,0.61292,0.6252399999999999
USGS,8079120,2023-01-11 22:25:00,CST,1.95,A,1.92,A,0.8254400000000001,0.59136,0.6006
USGS,8079120,2023-01-11 22:30:00,CST,1.99,A,1.95,A,0.8316,0.6006,0.61292
USGS,8079120,2023-01-11 22:35:00,CST,1.94,A,1.91,A,0.8254400000000001,0.5882799999999999,0.5975199999999999
USGS,8079120,2023-01-11 22:40:00,CST,1.96,A,1.91,A,0.82236,0.5882799999999999,0.60368
USGS,8079120,2023-01-11 22:45:00,CST,1.9,A,1.87,A,0.8131200000000001,0.57596,0.5851999999999999
USGS,8079120,2023-01-11 22:50:00,CST,1.9,A,1.87,A,0.8038799999999999,0.57596,0.5851999999999999
USGS,8079120,2023-01-11 22:55:00,CST,1.92,A,1.89,A,0.78848,0.58212,0.59136
USGS,8079120,2023-01-11 23:00:00,CST,1.86,A,1.83,A,0.77616,0.56364,0.5728800000000001
USGS,8079120,2023-01-11 23:05:00,CST,1.86,A,1.84,A,0.77616,0.56672,0.5728800000000001
USGS,8079120,2023-01-11 23:10:00,CST,1.84,A,1.83,A,0.7730799999999999,0.56364,0.56672
USGS,8079120,2023-01-11 23:15:00,CST,1.82,A,1.82,A,0.75768,0.5605600000000001,0.5605600000000001
USGS,8079120,2023-01-11 23:20:00,CST,1.77,A,1.75,A,0.75768,0.539,0.54516
USGS,8079120,2023-01-11 23:25:00,CST,1.76,A,1.74,A,0.74228,0.53592,0.54208
USGS,8079120,2023-01-11 23:30:00,CST,1.82,A,1.77,A,0.74228,0.54516,0.5605600000000001
USGS,8079120,2023-01-11 23:35:00,CST,1.75,A,1.73,A,0.74228,0.53284,0.539
USGS,8079120,2023-01-11 23:40:00,CST,1.75,A,1.71,A,0.74228,0.52668,0.539
USGS,8079120,2023-01-11 23:45:00,CST,1.77,A,1.75,A,0.73612,0.539,0.54516
USGS,8079120,2023-01-11 23:50:00,CST,1.76,A,1.73,A,0.72996,0.53284,0.54208
USGS,8079120,2023-01-11 23:55:00,CST,1.77,A,1.75,A,0.72688,0.539,0.54516
USGS,8079120,2023-01-12 00:00:00,CST,1.75,A,1.73,A,0.7238,0.53284,0.539
USGS,8079120,2023-01-12 00:05:00,CST,1.78,A,1.74,A,0.7238,0.53592,0.54824
USGS,8079120,2023-01-12 00:10:00,CST,1.72,A,1.71,A,0.7238,0.52668,0.52976
USGS,8079120,2023-01-12 00:15:00,CST,1.7,A,1.66,A,0.7207199999999999,0.51128,0.5236
USGS,8079120,2023-01-12 00:20:00,CST,1.7,A,1.67,A,0.72996,0.5143599999999999,0.5236
USGS,8079120,2023-01-12 00:25:00,CST,1.7,A,1.68,A,0.7330399999999999,0.51744,0.5236
USGS,8079120,2023-01-12 00:30:00,CST,1.7,A,1.66,A,0.73612,0.51128,0.5236
USGS,8079120,2023-01-12 00:35:00,CST,1.69,A,1.65,A,0.7392,0.5082,0.52052
USGS,8079120,2023-01-12 00:40:00,CST,1.72,A,1.69,A,0.7392,0.52052,0.52976
USGS,8079120,2023-01-12 00:45:00,CST,1.77,A,1.73,A,0.74228,0.53284,0.54516
USGS,8079120,2023-01-12 00:50:00,CST,1.75,A,1.72,A,0.74844,0.52976,0.539
USGS,8079120,2023-01-12 00:55:00,CST,1.75,A,1.72,A,0.74536,0.52976,0.539
USGS,8079120,2023-01-12 01:00:00,CST,1.74,A,1.73,A,0.74536,0.53284,0.53592
USGS,8079120,2023-01-12 01:05:00,CST,1.77,A,1.73,A,0.74228,0.53284,0.54516
USGS,8079120,2023-01-12 01:10:00,CST,1.71,A,1.72,A,0.74844,0.52976,0.52668
USGS,8079120,2023-01-12 01:15:00,CST,1.72,A,1.69,A,0.74844,0.52052,0.52976
USGS,8079120,2023-01-12 01:20:00,CST,1.66,A,1.65,A,0.74844,0.5082,0.51128
USGS,8079120,2023-01-12 01:25:00,CST,1.64,A,1.62,A,0.75152,0.49896,0.50512
USGS,8079120,2023-01-12 01:30:00,CST,1.59,A,1.57,A,0.74844,0.48356,0.48972000000000004
USGS,8079120,2023-01-12 01:35:00,CST,1.61,A,1.59,A,0.74844,0.48972000000000004,0.49588000000000004
USGS,8079120,2023-01-12 01:40:00,CST,1.62,A,1.58,A,0.74228,0.48664,0.49896
USGS,8079120,2023-01-12 01:45:00,CST,1.6,A,1.59,A,0.7392,0.48972000000000004,0.4928
USGS,8079120,2023-01-12 01:50:00,CST,1.61,A,1.58,A,0.73612,0.48664,0.49588000000000004
USGS,8079120,2023-01-12 01:55:00,CST,1.6,A,1.58,A,0.72996,0.48664,0.4928
USGS,8079120,2023-01-12 02:00:00,CST,1.59,A,1.56,A,0.72996,0.48048,0.48972000000000004
USGS,8079120,2023-01-12 02:05:00,CST,1.57,A,1.55,A,0.7238,0.4774,0.48356
USGS,8079120,2023-01-12 02:10:00,CST,1.54,A,1.53,A,0.71148,0.47124,0.47432
USGS,8079120,2023-01-12 02:15:00,CST,1.55,A,1.54,A,0.70224,0.47432,0.4774
USGS,8079120,2023-01-12 02:20:00,CST,1.48,A,1.48,A,0.693,0.45583999999999997,0.45583999999999997
USGS,8079120,2023-01-12 02:25:00,CST,1.47,A,1.45,A,0.68684,0.4466,0.45276
USGS,8079120,2023-01-12 02:30:00,CST,1.45,A,1.43,A,0.68068,0.44044,0.4466
USGS,8079120,2023-01-12 02:35:00,CST,1.47,A,1.43,A,0.67144,0.44044,0.45276
USGS,8079120,2023-01-12 02:40:00,CST,1.49,A,1.45,A,0.6622,0.4466,0.45892
USGS,8079120,2023-01-12 02:45:00,CST,1.53,A,1.49,A,0.65296,0.45892,0.47124
USGS,8079120,2023-01-12 02:50:00,CST,1.51,A,1.49,A,0.64064,0.45892,0.46508
USGS,8079120,2023-01-12 02:55:00,CST,1.52,A,1.5,A,0.63448,0.46199999999999997,0.46816
USGS,8079120,2023-01-12 03:00:00,CST,1.55,A,1.51,A,0.6252399999999999,0.46508,0.4774
USGS,8079120,2023-01-12 03:05:00,CST,1.59,A,1.58,A,0.61908,0.48664,0.48972000000000004
USGS,8079120,2023-01-12 03:10:00,CST,1.55,A,1.54,A,0.61292,0.47432,0.4774
USGS,8079120,2023-01-12 03:15:00,CST,1.52,A,1.51,A,0.60368,0.46508,0.46816
USGS,8079120,2023-01-12 03:20:00,CST,1.56,A,1.53,A,0.6006,0.47124,0.48048
USGS,8079120,2023-01-12 03:25:00,CST,1.54,A,1.54,A,0.59136,0.47432,0.47432
USGS,8079120,2023-01-12 03:30:00,CST,1.53,A,1.49,A,0.58212,0.45892,0.47124
USGS,8079120,2023-01-12 03:35:00,CST,1.49,A,1.47,A,0.58212,0.45276,0.45892
USGS,8079120,2023-01-12 03:40:00,CST,1.52,A,1.48,A,0.57596,0.45583999999999997,0.46816
USGS,8079120,2023-01-12 03:45:00,CST,1.49,A,1.46,A,0.5882799999999999,0.44967999999999997,0.45892
USGS,8079120,2023-01-12 03:50:00,CST,1.48,A,1.46,A,0.5728800000000001,0.44967999999999997,0.45583999999999997
USGS,8079120,2023-01-12 03:55:00,CST,1.49,A,1.48,A,0.59136,0.45583999999999997,0.45892
USGS,8079120,2023-01-12 04:00:00,CST,1.53,A,1.5,A,0.5975199999999999,0.46199999999999997,0.47124
USGS,8079120,2023-01-12 04:05:00,CST,1.5,A,1.47,A,0.5975199999999999,0.45276,0.46199999999999997
USGS,8079120,2023-01-12 04:10:00,CST,1.51,A,1.47,A,0.61292,0.45276,0.46508
USGS,8079120,2023-01-12 04:15:00,CST,1.5,A,1.46,A,0.616,0.44967999999999997,0.46199999999999997
USGS,8079120,2023-01-12 04:20:00,CST,1.52,A,1.51,A,0.62832,0.46508,0.46816
USGS,8079120,2023-01-12 04:25:00,CST,1.52,A,1.5,A,0.64064,0.46199999999999997,0.46816
USGS,8079120,2023-01-12 04:30:00,CST,1.47,A,1.45,A,0.6498799999999999,0.4466,0.45276
USGS,8079120,2023-01-12 04:35:00,CST,1.51,A,1.48,A,0.66528,0.45583999999999997,0.46508
USGS,8079120,2023-01-12 04:40:00,CST,1.47,A,1.47,A,0.68068,0.45276,0.45276
USGS,8079120,2023-01-12 04:45:00,CST,1.53,A,1.49,A,0.69916,0.45892,0.47124
USGS,8079120,2023-01-12 04:50:00,CST,1.56,A,1.51,A,0.7238,0.46508,0.48048
USGS,8079120,2023-01-12 04:55:00,CST,1.5,A,1.48,A,0.74536,0.45583999999999997,0.46199999999999997
USGS,8079120,2023-01-12 05:00:00,CST,1.44,A,1.43,A,0.76692,0.44044,0.44351999999999997
USGS,8079120,2023-01-12 05:05:00,CST,1.41,A,1.4,A,0.79772,0.43119999999999997,0.43427999999999994
USGS,8079120,2023-01-12 05:10:00,CST,1.44,A,1.45,A,0.81928,0.4466,0.44351999999999997
USGS,8079120,2023-01-12 05:15:00,CST,1.43,A,1.43,A,0.8377600000000001,0.44044,0.44044
USGS,8079120,2023-01-12 05:20:00,CST,1.37,A,1.35,A,0.86548,0.4158,0.42196
USGS,8079120,2023-01-12 05:25:00,CST,1.3,A,1.29,A,0.8747199999999999,0.39732,0.40040000000000003
USGS,8079120,2023-01-12 05:30:00,CST,1.34,A,1.31,A,0.91784,0.40348,0.41272000000000003
USGS,8079120,2023-01-12 05:35:00,CST,1.34,A,1.32,A,0.9517199999999999,0.40656000000000003,0.41272000000000003
USGS,8079120,2023-01-12 05:40:00,CST,1.33,A,1.3,A,0.96712,0.40040000000000003,0.40964
USGS,8079120,2023-01-12 05:45:00,CST,1.3,A,1.27,A,0.9794400000000001,0.39116,0.40040000000000003
USGS,8079120,2023-01-12 05:50:00,CST,1.3,A,1.28,A,1.0040799999999999,0.39424,0.40040000000000003
USGS,8079120,2023-01-12 05:55:00,CST,1.27,A,1.25,A,1.01948,0.385,0.39116
USGS,8079120,2023-01-12 06:00:00,CST,1.25,A,1.23,A,1.03796,0.37884,0.385
USGS,8079120,2023-01-12 06:05:00,CST,1.2,A,1.17,A,1.0318,0.36035999999999996,0.3696
USGS,8079120,2023-01-12 06:10:00,CST,1.2,A,1.17,A,1.03796,0.36035999999999996,0.3696
USGS,8079120,2023-01-12 06:15:00,CST,1.19,A,1.16,A,1.0472,0.35728,0.36651999999999996
USGS,8079120,2023-01-12 06:20:00,CST,1.22,A,1.19,A,1.05336,0.36651999999999996,0.37576
USGS,8079120,2023-01-12 06:25:00,CST,1.21,A,1.18,A,1.05336,0.36344,0.37268
USGS,8079120,2023-01-12 06:30:00,CST,1.23,A,1.17,A,1.05644,0.36035999999999996,0.37884
USGS,8079120,2023-01-12 06:35:00,CST,1.26,A,1.23,A,1.05644,0.37884,0.38808
USGS,8079120,2023-01-12 06:40:00,CST,1.32,A,1.29,A,1.05644,0.39732,0.40656000000000003
USGS,8079120,2023-01-12 06:45:00,CST,1.28,A,1.25,A,1.05336,0.385,0.39424
USGS,8079120,2023-01-12 06:50:00,CST,1.22,A,1.2,A,1.05028,0.3696,0.37576
USGS,8079120,2023-01-12 06:55:00,CST,1.3,A,1.27,A,1.04412,0.39116,0.40040000000000003
USGS,8079120,2023-01-12 07:00:00,CST,1.14,A,1.09,A,1.04104,0.33572,0.35112
USGS,8079120,2023-01-12 07:05:00,CST,1.01,A,0.99,A,1.04104,0.30491999999999997,0.31108
USGS,8079120,2023-01-12 07:10:00,CST,0.95,A,0.9,A,1.04104,0.2772,0.29259999999999997
USGS,8079120,2023-01-12 07:15:00,CST,0.98,A,0.99,A,1.03796,0.30491999999999997,0.30184
USGS,8079120,2023-01-12 07:20:00,CST,0.97,A,0.97,A,1.03796,0.29875999999999997,0.29875999999999997
USGS,8079120,2023-01-12 07:25:00,CST,0.87,A,0.83,A,1.0287199999999999,0.25564,0.26796
USGS,8079120,2023-01-12 07:30:00,CST,0.88,A,0.86,A,1.0287199999999999,0.26488,0.27104
USGS,8079120,2023-01-12 07:35:00,CST,0.93,A,0.91,A,1.02564,0.28028000000000003,0.28644000000000003
USGS,8079120,2023-01-12 07:40:00,CST,0.94,A,0.89,A,1.01948,0.27412,0.28952
USGS,8079120,2023-01-12 07:45:00,CST,0.9,A,0.89,A,1.01948,0.27412,0.2772
USGS,8079120,2023-01-12 07:50:00,CST,0.96,A,0.92,A,1.01948,0.28336,0.29568
USGS,8079120,2023-01-12 07:55:00,CST,1.06,A,1.04,A,1.01024,0.32032,0.32648
USGS,8079120,2023-01-12 08:00:00,CST,1.01,A,0.97,A,1.01024,0.29875999999999997,0.31108
USGS,8079120,2023-01-12 08:05:00,CST,0.93,A,0.92,A,1.00716,0.28336,0.28644000000000003
USGS,8079120,2023-01-12 08:10:00,CST,0.92,A,0.92,A,1.01024,0.28336,0.28336
USGS,8079120,2023-01-12 08:15:00,CST,0.88,A,0.89,A,1.0040799999999999,0.27412,0.27104
USGS,8079120,2023-01-12 08:20:00,CST,0.83,A,0.83,A,1.00716,0.25564,0.25564
USGS,8079120,2023-01-12 08:25:00,CST,0.76,A,0.75,A,1.0040799999999999,0.23099999999999998,0.23408
USGS,8079120,2023-01-12 08:30:00,CST,0.73,A,0.73,A,1.0040799999999999,0.22483999999999998,0.22483999999999998
USGS,8079120,2023-01-12 08:35:00,CST,0.69,A,0.68,A,0.99792,0.20944000000000002,0.21252
USGS,8079120,2023-01-12 08:40:00,CST,0.67,A,0.65,A,0.99792,0.20020000000000002,0.20636000000000002
USGS,8079120,2023-01-12 08:45:00,CST,0.63,A,0.61,A,0.9917600000000001,0.18788,0.19404
USGS,8079120,2023-01-12 08:50:00,CST,0.49,A,0.48,A,0.9917600000000001,0.14784,0.15092
USGS,8079120,2023-01-12 08:55:00,CST,0.48,A,0.48,A,0.9917600000000001,0.14784,0.14784
USGS,8079120,2023-01-12 09:00:00,CST,0.51,A,0.54,A,0.9917600000000001,0.16632,0.15708
USGS,8079120,2023-01-12 09:05:00,CST,0.43,A,0.45,A,0.98868,0.1386,0.13244
USGS,8079120,2023-01-12 09:10:00,CST,0.45,A,0.44,A,0.98868,0.13552,0.1386
USGS,8079120,2023-01-12 09:15:00,CST,0.42,A,0.4,A,0.9856,0.1232,0.12936
USGS,8079120,2023-01-12 09:20:00,CST,0.55,A,0.5,A,0.9856,0.154,0.16940000000000002
USGS,8079120,2023-01-12 09:25:00,CST,0.51,A,0.48,A,0.98252,0.14784,0.15708
USGS,8079120,2023-01-12 09:30:00,CST,0.38,A,0.38,A,0.98868,0.11704,0.11704
USGS,8079120,2023-01-12 09:35:00,CST,0.5,A,0.49,A,0.98868,0.15092,0.154
USGS,8079120,2023-01-12 09:40:00,CST,0.44,A,0.46,A,0.98252,0.14168,0.13552
USGS,8079120,2023-01-12 09:45:00,CST,0.48,A,0.48,A,0.98252,0.14784,0.14784
USGS,8079120,2023-01-12 09:50:00,CST,0.38,A,0.35,A,0.97636,0.10779999999999999,0.11704
USGS,8079120,2023-01-12 09:55:00,CST,0.33,A,0.33,A,0.9794400000000001,0.10164000000000001,0.10164000000000001
USGS,8079120,2023-01-12 10:00:00,CST,0.39,A,0.39,A,0.9794400000000001,0.12012,0.12012
USGS,8079120,2023-01-12 10:05:00,CST,0.3,A,0.26,A,0.97636,0.08008,0.0924
USGS,8079120,2023-01-12 10:10:00,CST,0.24,A,0.23,A,0.97328,0.07084,0.07392
USGS,8079120,2023-01-12 10:15:00,CST,0.24,A,0.22,A,0.96712,0.06776,0.07392
USGS,8079120,2023-01-12 10:20:00,CST,0.14,A,0.14,A,0.96404,0.043120000000000006,0.043120000000000006
USGS,8079120,2023-01-12 10:25:00,CST,0.2,A,0.16,A,0.95788,0.04928,0.0616
USGS,8079120,2023-01-12 10:30:00,CST,0.23,A,0.21,A,0.9548,0.06468,0.07084
USGS,8079120,2023-01-12 10:35:00,CST,0.28,A,0.25,A,0.94556,0.077,0.08624000000000001
USGS,8079120,2023-01-12 10:40:00,CST,0.26,A,0.24,A,0.94248,0.07392,0.08008
USGS,8079120,2023-01-12 10:45:00,CST,0.2,A,0.18,A,0.93324,0.055439999999999996,0.0616
USGS,8079120,2023-01-12 10:50:00,CST,0.21,A,0.18,A,0.9270799999999999,0.055439999999999996,0.06468
USGS,8079120,2023-01-12 10:55:00,CST,0.19,A,0.17,A,0.9209200000000001,0.052360000000000004,0.05852
USGS,8079120,2023-01-12 11:00:00,CST,0.13,A,0.14,A,0.91476,0.043120000000000006,0.04004
USGS,8079120,2023-01-12 11:05:00,CST,0.09,A,0.09,A,0.9086000000000001,0.027719999999999998,0.027719999999999998
USGS,8079120,2023-01-12 11:10:00,CST,-0.01,A,-0.02,A,0.90244,-0.00616,-0.00308
USGS,8079120,2023-01-12 11:15:00,CST,0.04,A,0.03,A,0.89012,0.00924,0.01232
USGS,8079120,2023-01-12 11:20:00,CST,0.03,A,0.02,A,0.89012,0.00616,0.00924
USGS,8079120,2023-01-12 11:25:00,CST,0.07,A,0.02,A,0.89012,0.00616,0.021560000000000003
USGS,8079120,2023-01-12 11:30:00,CST,0.03,A,0.01,A,0.88396,0.00308,0.00924
USGS,8079120,2023-01-12 11:35:00,CST,0.03,A,0.03,A,0.87164,0.00924,0.00924
USGS,8079120,2023-01-12 11:40:00,CST,0.03,A,0.01,A,0.8778,0.00308,0.00924
USGS,8079120,2023-01-12 11:45:00,CST,0.0,A,0.01,A,0.8778,0.00308,0.0
USGS,8079120,2023-01-12 11:50:00,CST,0.07,A,0.06,A,0.8870399999999999,0.01848,0.021560000000000003
USGS,8079120,2023-01-12 11:55:00,CST,0.0,A,0.03,A,0.88088,0.00924,0.0
USGS,8079120,2023-01-12 12:00:00,CST,-0.01,A,-0.01,A,0.88396,-0.00308,-0.00308
USGS,8079120,2023-01-12 12:05:00,CST,-0.02,A,-0.01,A,0.89012,-0.00308,-0.00616
USGS,8079120,2023-01-12 12:10:00,CST,0.03,A,0.01,A,0.8778,0.00308,0.00924
USGS,8079120,2023-01-12 12:15:00,CST,0.05,A,0.05,A,0.8932,0.0154,0.0154
USGS,8079120,2023-01-12 12:20:00,CST,0.0,A,-0.04,A,0.8932,-0.01232,0.0
USGS,8079120,2023-01-12 12:25:00,CST,-0.01,A,-0.02,A,0.90244,-0.00616,-0.00308
USGS,8079120,2023-01-12 12:30:00,CST,0.04,A,-0.01,A,0.8962800000000001,-0.00308,0.01232
USGS,8079120,2023-01-12 12:35:00,CST,0.06,A,0.06,A,0.91784,0.01848,0.01848
USGS,8079120,2023-01-12 12:40:00,CST,0.11,A,0.1,A,0.9209200000000001,0.0308,0.03388
USGS,8079120,2023-01-12 12:45:00,CST,0.09,A,0.07,A,0.93324,0.021560000000000003,0.027719999999999998
USGS,8079120,2023-01-12 12:50:00,CST,0.05,A,0.05,A,0.93324,0.0154,0.0154
USGS,8079120,2023-01-12 12:55:00,CST,-0.02,A,-0.01,A,0.94864,-0.00308,-0.00616
USGS,8079120,2023-01-12 13:00:00,CST,-0.05,A,-0.06,A,0.95788,-0.01848,-0.0154
USGS,8079120,2023-01-12 13:05:00,CST,-0.07,A,-0.07,A,0.9702,-0.021560000000000003,-0.021560000000000003
USGS,8079120,2023-01-12 13:10:00,CST,-0.1,A,-0.1,A,0.9794400000000001,-0.0308,-0.0308
USGS,8079120,2023-01-12 13:15:00,CST,-0.09,A,-0.1,A,0.99792,-0.0308,-0.027719999999999998
USGS,8079120,2023-01-12 13:20:00,CST,-0.16,A,-0.18,A,1.02564,-0.055439999999999996,-0.04928
USGS,8079120,2023-01-12 13:25:00,CST,-0.15,A,-0.18,A,1.04412,-0.055439999999999996,-0.0462
USGS,8079120,2023-01-12 13:30:00,CST,-0.15,A,-0.16,A,1.0626,-0.04928,-0.0462
USGS,8079120,2023-01-12 13:35:00,CST,-0.13,A,-0.16,A,1.08416,-0.04928,-0.04004
